"year","geo","country","sex","ple"
1995,"FI1B","FI","F",80.6
1996,"FI1B","FI","F",80.5
1997,"FI1B","FI","F",80.6
1998,"FI1B","FI","F",80.7
1999,"FI1B","FI","F",81.2
2000,"FI1B","FI","F",81.2
2001,"FI1B","FI","F",81.5
2002,"FI1B","FI","F",81.5
2003,"FI1B","FI","F",81.7
2004,"FI1B","FI","F",82.1
2005,"FI1B","FI","F",82.3
2006,"FI1B","FI","F",83.1
2007,"FI1B","FI","F",83.3
2008,"FI1B","FI","F",83.6
2009,"FI1B","FI","F",83.5
2010,"FI1B","FI","F",83.4
2011,"FI1B","FI","F",83.8
2012,"FI1B","FI","F",83.7
2013,"FI1B","FI","F",84.3
2014,"FI1B","FI","F",84.3
2015,"FI1B","FI","F",84.3
2016,"FI1B","FI","F",84.5
1992,"FI1C","FI","F",79.5
1993,"FI1C","FI","F",79.8
1994,"FI1C","FI","F",80.4
1995,"FI1C","FI","F",80.6
1996,"FI1C","FI","F",80.6
1997,"FI1C","FI","F",80.7
1998,"FI1C","FI","F",81.4
1999,"FI1C","FI","F",81.3
2000,"FI1C","FI","F",81.2
2001,"FI1C","FI","F",81.7
2002,"FI1C","FI","F",81.8
2003,"FI1C","FI","F",81.8
2004,"FI1C","FI","F",82.3
2005,"FI1C","FI","F",82.3
2006,"FI1C","FI","F",83.2
2007,"FI1C","FI","F",82.8
2008,"FI1C","FI","F",82.9
2009,"FI1C","FI","F",83
2010,"FI1C","FI","F",83.4
2011,"FI1C","FI","F",83.9
2012,"FI1C","FI","F",83.7
2013,"FI1C","FI","F",83.9
2014,"FI1C","FI","F",84
2015,"FI1C","FI","F",84.4
2016,"FI1C","FI","F",84.1
1992,"FI1D","FI","F",79.4
1993,"FI1D","FI","F",79
1994,"FI1D","FI","F",79.7
1995,"FI1D","FI","F",79.7
1996,"FI1D","FI","F",80.6
1997,"FI1D","FI","F",80.3
1998,"FI1D","FI","F",80.3
1999,"FI1D","FI","F",80.9
2000,"FI1D","FI","F",80.9
2001,"FI1D","FI","F",81.4
2002,"FI1D","FI","F",81.4
2003,"FI1D","FI","F",81.7
2004,"FI1D","FI","F",82.2
2005,"FI1D","FI","F",82.6
2006,"FI1D","FI","F",82.6
2007,"FI1D","FI","F",83
2008,"FI1D","FI","F",83
2009,"FI1D","FI","F",83.5
2010,"FI1D","FI","F",83.5
2011,"FI1D","FI","F",83.7
2012,"FI1D","FI","F",83.6
2013,"FI1D","FI","F",83.9
2014,"FI1D","FI","F",83.9
2015,"FI1D","FI","F",84.3
2016,"FI1D","FI","F",84.2
1992,"FI20","FI","F",81.2
1993,"FI20","FI","F",83.2
1994,"FI20","FI","F",82.1
1995,"FI20","FI","F",81.2
1996,"FI20","FI","F",83.2
1997,"FI20","FI","F",83.2
1998,"FI20","FI","F",85.6
1999,"FI20","FI","F",81.2
2000,"FI20","FI","F",81.8
2001,"FI20","FI","F",85.2
2002,"FI20","FI","F",84.5
2003,"FI20","FI","F",83.9
2004,"FI20","FI","F",84
2005,"FI20","FI","F",81.1
2006,"FI20","FI","F",84.3
2007,"FI20","FI","F",85.6
2008,"FI20","FI","F",80.8
2009,"FI20","FI","F",84.5
2010,"FI20","FI","F",85
2011,"FI20","FI","F",84.6
2012,"FI20","FI","F",82.1
2013,"FI20","FI","F",86.1
2014,"FI20","FI","F",84.7
2015,"FI20","FI","F",84.2
2016,"FI20","FI","F",83.5
1992,"FR10","FR","F",82.1
1993,"FR10","FR","F",82
1994,"FR10","FR","F",82.7
1995,"FR10","FR","F",82.6
1996,"FR10","FR","F",82.8
1997,"FR10","FR","F",83
1998,"FR10","FR","F",83.2
1999,"FR10","FR","F",83.4
2000,"FR10","FR","F",83.6
2001,"FR10","FR","F",83.6
2002,"FR10","FR","F",83.6
2003,"FR10","FR","F",83
2004,"FR10","FR","F",84.8
2005,"FR10","FR","F",84.7
2006,"FR10","FR","F",85.3
2007,"FR10","FR","F",85.7
2008,"FR10","FR","F",85.8
2009,"FR10","FR","F",86
2010,"FR10","FR","F",86.3
2011,"FR10","FR","F",86.5
2012,"FR10","FR","F",86.4
2013,"FR10","FR","F",86.6
2014,"FR10","FR","F",87.1
2015,"FR10","FR","F",86.6
2016,"FR10","FR","F",86.7
1992,"FRB0","FR","F",82.7
1993,"FRB0","FR","F",82.5
1994,"FRB0","FR","F",82.8
1995,"FRB0","FR","F",82.5
1996,"FRB0","FR","F",82.9
1997,"FRB0","FR","F",83
1998,"FRB0","FR","F",83.2
1999,"FRB0","FR","F",83
2000,"FRB0","FR","F",83.3
2001,"FRB0","FR","F",83.2
2002,"FRB0","FR","F",83.1
2003,"FRB0","FR","F",82.6
2004,"FRB0","FR","F",84.1
2005,"FRB0","FR","F",84.1
2006,"FRB0","FR","F",84.7
2007,"FRB0","FR","F",85.1
2008,"FRB0","FR","F",84.9
2009,"FRB0","FR","F",84.7
2010,"FRB0","FR","F",85.2
2011,"FRB0","FR","F",86
2012,"FRB0","FR","F",85.6
2013,"FRB0","FR","F",85.5
2014,"FRB0","FR","F",86.3
2015,"FRB0","FR","F",85.6
2016,"FRB0","FR","F",85.7
1992,"FRC1","FR","F",82
1993,"FRC1","FR","F",81.8
1994,"FRC1","FR","F",82.4
1995,"FRC1","FR","F",82.4
1996,"FRC1","FR","F",82.4
1997,"FRC1","FR","F",82.6
1998,"FRC1","FR","F",82.7
1999,"FRC1","FR","F",82.4
2000,"FRC1","FR","F",83.1
2001,"FRC1","FR","F",82.9
2002,"FRC1","FR","F",83
2003,"FRC1","FR","F",82.7
2004,"FRC1","FR","F",84
2005,"FRC1","FR","F",83.6
2006,"FRC1","FR","F",84.3
2007,"FRC1","FR","F",84.7
2008,"FRC1","FR","F",84.4
2009,"FRC1","FR","F",84.7
2010,"FRC1","FR","F",85.3
2011,"FRC1","FR","F",85.2
2012,"FRC1","FR","F",85.2
2013,"FRC1","FR","F",85.4
2014,"FRC1","FR","F",85.9
2015,"FRC1","FR","F",85.3
2016,"FRC1","FR","F",85.6
1992,"FRC2","FR","F",82.3
1993,"FRC2","FR","F",81.6
1994,"FRC2","FR","F",82.4
1995,"FRC2","FR","F",82.1
1996,"FRC2","FR","F",82.2
1997,"FRC2","FR","F",82.6
1998,"FRC2","FR","F",82.7
1999,"FRC2","FR","F",82.7
2000,"FRC2","FR","F",83.1
2001,"FRC2","FR","F",83.1
2002,"FRC2","FR","F",83
2003,"FRC2","FR","F",83
2004,"FRC2","FR","F",84
2005,"FRC2","FR","F",83.8
2006,"FRC2","FR","F",84.3
2007,"FRC2","FR","F",84.8
2008,"FRC2","FR","F",84.8
2009,"FRC2","FR","F",84.8
2010,"FRC2","FR","F",85.3
2011,"FRC2","FR","F",85.6
2012,"FRC2","FR","F",85.2
2013,"FRC2","FR","F",85.6
2014,"FRC2","FR","F",86
2015,"FRC2","FR","F",85.6
2016,"FRC2","FR","F",85.4
1992,"FRD1","FR","F",82.1
1993,"FRD1","FR","F",81.7
1994,"FRD1","FR","F",82.4
1995,"FRD1","FR","F",82.2
1996,"FRD1","FR","F",82.3
1997,"FRD1","FR","F",82.6
1998,"FRD1","FR","F",82.7
1999,"FRD1","FR","F",82.9
2000,"FRD1","FR","F",83.3
2001,"FRD1","FR","F",83.1
2002,"FRD1","FR","F",83.4
2003,"FRD1","FR","F",83.4
2004,"FRD1","FR","F",83.9
2005,"FRD1","FR","F",84
2006,"FRD1","FR","F",84.6
2007,"FRD1","FR","F",84.8
2008,"FRD1","FR","F",84.9
2009,"FRD1","FR","F",85.1
2010,"FRD1","FR","F",85.4
2011,"FRD1","FR","F",85.9
2012,"FRD1","FR","F",85.3
2013,"FRD1","FR","F",85.6
2014,"FRD1","FR","F",85.9
2015,"FRD1","FR","F",85.8
2016,"FRD1","FR","F",85.8
1992,"FRD2","FR","F",81.2
1993,"FRD2","FR","F",81.3
1994,"FRD2","FR","F",82
1995,"FRD2","FR","F",81.5
1996,"FRD2","FR","F",81.5
1997,"FRD2","FR","F",82
1998,"FRD2","FR","F",81.9
1999,"FRD2","FR","F",82.4
2000,"FRD2","FR","F",82.5
2001,"FRD2","FR","F",82.2
2002,"FRD2","FR","F",82.5
2003,"FRD2","FR","F",82.1
2004,"FRD2","FR","F",83.3
2005,"FRD2","FR","F",83.1
2006,"FRD2","FR","F",83.5
2007,"FRD2","FR","F",84.1
2008,"FRD2","FR","F",83.9
2009,"FRD2","FR","F",84.2
2010,"FRD2","FR","F",84.4
2011,"FRD2","FR","F",84.5
2012,"FRD2","FR","F",84.4
2013,"FRD2","FR","F",84.8
2014,"FRD2","FR","F",84.9
2015,"FRD2","FR","F",84.7
2016,"FRD2","FR","F",85
1992,"FRE1","FR","F",79.8
1993,"FRE1","FR","F",79.6
1994,"FRE1","FR","F",80.2
1995,"FRE1","FR","F",80.2
1996,"FRE1","FR","F",80.3
1997,"FRE1","FR","F",80.5
1998,"FRE1","FR","F",80.7
1999,"FRE1","FR","F",80.8
2000,"FRE1","FR","F",81
2001,"FRE1","FR","F",81.2
2002,"FRE1","FR","F",81
2003,"FRE1","FR","F",81
2004,"FRE1","FR","F",82.1
2005,"FRE1","FR","F",81.8
2006,"FRE1","FR","F",82.3
2007,"FRE1","FR","F",82.6
2008,"FRE1","FR","F",82.5
2009,"FRE1","FR","F",82.9
2010,"FRE1","FR","F",83.1
2011,"FRE1","FR","F",83.5
2012,"FRE1","FR","F",83.4
2013,"FRE1","FR","F",83.6
2014,"FRE1","FR","F",84.2
2015,"FRE1","FR","F",83.8
2016,"FRE1","FR","F",84.1
1992,"FRE2","FR","F",80.5
1993,"FRE2","FR","F",80.6
1994,"FRE2","FR","F",81.2
1995,"FRE2","FR","F",81
1996,"FRE2","FR","F",81.1
1997,"FRE2","FR","F",81.1
1998,"FRE2","FR","F",81.5
1999,"FRE2","FR","F",81.5
2000,"FRE2","FR","F",81.7
2001,"FRE2","FR","F",81.7
2002,"FRE2","FR","F",81.6
2003,"FRE2","FR","F",81.4
2004,"FRE2","FR","F",82.4
2005,"FRE2","FR","F",82.7
2006,"FRE2","FR","F",82.9
2007,"FRE2","FR","F",82.7
2008,"FRE2","FR","F",82.7
2009,"FRE2","FR","F",83.2
2010,"FRE2","FR","F",83.8
2011,"FRE2","FR","F",83.9
2012,"FRE2","FR","F",83.7
2013,"FRE2","FR","F",84
2014,"FRE2","FR","F",84.4
2015,"FRE2","FR","F",83.9
2016,"FRE2","FR","F",84.3
1992,"FRF1","FR","F",80.9
1993,"FRF1","FR","F",80.8
1994,"FRF1","FR","F",81.7
1995,"FRF1","FR","F",81.3
1996,"FRF1","FR","F",81.3
1997,"FRF1","FR","F",82.1
1998,"FRF1","FR","F",82
1999,"FRF1","FR","F",81.8
2000,"FRF1","FR","F",82.1
2001,"FRF1","FR","F",82.2
2002,"FRF1","FR","F",82.3
2003,"FRF1","FR","F",82.4
2004,"FRF1","FR","F",83.1
2005,"FRF1","FR","F",83.3
2006,"FRF1","FR","F",83.8
2007,"FRF1","FR","F",84.5
2008,"FRF1","FR","F",84.5
2009,"FRF1","FR","F",84.4
2010,"FRF1","FR","F",84.6
2011,"FRF1","FR","F",85.3
2012,"FRF1","FR","F",85.1
2013,"FRF1","FR","F",85
2014,"FRF1","FR","F",85.9
2015,"FRF1","FR","F",85
2016,"FRF1","FR","F",85.5
1992,"FRF2","FR","F",81.4
1993,"FRF2","FR","F",81
1994,"FRF2","FR","F",81.8
1995,"FRF2","FR","F",81.7
1996,"FRF2","FR","F",81.9
1997,"FRF2","FR","F",82.1
1998,"FRF2","FR","F",82.4
1999,"FRF2","FR","F",82.3
2000,"FRF2","FR","F",82.4
2001,"FRF2","FR","F",82.3
2002,"FRF2","FR","F",82.6
2003,"FRF2","FR","F",82.5
2004,"FRF2","FR","F",83.1
2005,"FRF2","FR","F",83.3
2006,"FRF2","FR","F",83.9
2007,"FRF2","FR","F",84
2008,"FRF2","FR","F",84
2009,"FRF2","FR","F",83.8
2010,"FRF2","FR","F",84.6
2011,"FRF2","FR","F",84.8
2012,"FRF2","FR","F",84.5
2013,"FRF2","FR","F",84.4
2014,"FRF2","FR","F",85.3
2015,"FRF2","FR","F",84.5
2016,"FRF2","FR","F",84.8
1992,"FRF3","FR","F",80.8
1993,"FRF3","FR","F",80.8
1994,"FRF3","FR","F",81.1
1995,"FRF3","FR","F",81.2
1996,"FRF3","FR","F",81.4
1997,"FRF3","FR","F",81.8
1998,"FRF3","FR","F",81.9
1999,"FRF3","FR","F",81.9
2000,"FRF3","FR","F",81.9
2001,"FRF3","FR","F",82.2
2002,"FRF3","FR","F",81.7
2003,"FRF3","FR","F",81.7
2004,"FRF3","FR","F",82.6
2005,"FRF3","FR","F",82.7
2006,"FRF3","FR","F",83.2
2007,"FRF3","FR","F",83.7
2008,"FRF3","FR","F",83.7
2009,"FRF3","FR","F",84.1
2010,"FRF3","FR","F",84.2
2011,"FRF3","FR","F",84.7
2012,"FRF3","FR","F",84.3
2013,"FRF3","FR","F",84.5
2014,"FRF3","FR","F",85.1
2015,"FRF3","FR","F",84.4
2016,"FRF3","FR","F",84.8
1992,"FRG0","FR","F",82.7
1993,"FRG0","FR","F",82.7
1994,"FRG0","FR","F",83.1
1995,"FRG0","FR","F",82.7
1996,"FRG0","FR","F",83.2
1997,"FRG0","FR","F",83.2
1998,"FRG0","FR","F",83.6
1999,"FRG0","FR","F",83.6
2000,"FRG0","FR","F",83.7
2001,"FRG0","FR","F",83.9
2002,"FRG0","FR","F",83.8
2003,"FRG0","FR","F",83.2
2004,"FRG0","FR","F",84.4
2005,"FRG0","FR","F",84.6
2006,"FRG0","FR","F",85.1
2007,"FRG0","FR","F",85.5
2008,"FRG0","FR","F",85.6
2009,"FRG0","FR","F",85.9
2010,"FRG0","FR","F",86.2
2011,"FRG0","FR","F",86.5
2012,"FRG0","FR","F",86.1
2013,"FRG0","FR","F",86.4
2014,"FRG0","FR","F",86.9
2015,"FRG0","FR","F",86.3
2016,"FRG0","FR","F",86.4
1992,"FRH0","FR","F",81.4
1993,"FRH0","FR","F",81.4
1994,"FRH0","FR","F",82
1995,"FRH0","FR","F",81.7
1996,"FRH0","FR","F",81.9
1997,"FRH0","FR","F",82.1
1998,"FRH0","FR","F",82.5
1999,"FRH0","FR","F",82.3
2000,"FRH0","FR","F",82.6
2001,"FRH0","FR","F",82.8
2002,"FRH0","FR","F",82.8
2003,"FRH0","FR","F",82.8
2004,"FRH0","FR","F",83.3
2005,"FRH0","FR","F",83.7
2006,"FRH0","FR","F",84.1
2007,"FRH0","FR","F",84.3
2008,"FRH0","FR","F",84.6
2009,"FRH0","FR","F",84.7
2010,"FRH0","FR","F",84.9
2011,"FRH0","FR","F",85.3
2012,"FRH0","FR","F",85
2013,"FRH0","FR","F",85.3
2014,"FRH0","FR","F",85.8
2015,"FRH0","FR","F",85.4
2016,"FRH0","FR","F",85.4
1992,"FRI1","FR","F",82.2
1993,"FRI1","FR","F",82.2
1994,"FRI1","FR","F",82.5
1995,"FRI1","FR","F",82.6
1996,"FRI1","FR","F",82.7
1997,"FRI1","FR","F",82.9
1998,"FRI1","FR","F",83
1999,"FRI1","FR","F",83.2
2000,"FRI1","FR","F",83.6
2001,"FRI1","FR","F",83.5
2002,"FRI1","FR","F",83.4
2003,"FRI1","FR","F",83.4
2004,"FRI1","FR","F",84.2
2005,"FRI1","FR","F",84.2
2006,"FRI1","FR","F",85
2007,"FRI1","FR","F",85.3
2008,"FRI1","FR","F",85.4
2009,"FRI1","FR","F",85.6
2010,"FRI1","FR","F",85.8
2011,"FRI1","FR","F",86.6
2012,"FRI1","FR","F",85.7
2013,"FRI1","FR","F",86.1
2014,"FRI1","FR","F",86.1
2015,"FRI1","FR","F",86
2016,"FRI1","FR","F",86.3
1992,"FRI2","FR","F",82.1
1993,"FRI2","FR","F",82.8
1994,"FRI2","FR","F",82.8
1995,"FRI2","FR","F",82.7
1996,"FRI2","FR","F",82.6
1997,"FRI2","FR","F",83
1998,"FRI2","FR","F",82.8
1999,"FRI2","FR","F",83.1
2000,"FRI2","FR","F",83.7
2001,"FRI2","FR","F",83.2
2002,"FRI2","FR","F",83
2003,"FRI2","FR","F",83.2
2004,"FRI2","FR","F",84.1
2005,"FRI2","FR","F",84.1
2006,"FRI2","FR","F",84.9
2007,"FRI2","FR","F",85.2
2008,"FRI2","FR","F",84.9
2009,"FRI2","FR","F",84.9
2010,"FRI2","FR","F",85.2
2011,"FRI2","FR","F",85.5
2012,"FRI2","FR","F",85.6
2013,"FRI2","FR","F",85.7
2014,"FRI2","FR","F",86.4
2015,"FRI2","FR","F",85.3
2016,"FRI2","FR","F",85.5
1992,"FRI3","FR","F",82.5
1993,"FRI3","FR","F",82.6
1994,"FRI3","FR","F",83.1
1995,"FRI3","FR","F",83.2
1996,"FRI3","FR","F",82.9
1997,"FRI3","FR","F",83.2
1998,"FRI3","FR","F",83.4
1999,"FRI3","FR","F",83.6
2000,"FRI3","FR","F",83.7
2001,"FRI3","FR","F",83.3
2002,"FRI3","FR","F",83.8
2003,"FRI3","FR","F",83.4
2004,"FRI3","FR","F",84.1
2005,"FRI3","FR","F",84.5
2006,"FRI3","FR","F",85
2007,"FRI3","FR","F",85.7
2008,"FRI3","FR","F",85.5
2009,"FRI3","FR","F",85.5
2010,"FRI3","FR","F",85.7
2011,"FRI3","FR","F",86
2012,"FRI3","FR","F",85.7
2013,"FRI3","FR","F",85.4
2014,"FRI3","FR","F",86.5
2015,"FRI3","FR","F",86.1
2016,"FRI3","FR","F",85.8
1992,"FRJ1","FR","F",82
1993,"FRJ1","FR","F",82.1
1994,"FRJ1","FR","F",82.4
1995,"FRJ1","FR","F",82.7
1996,"FRJ1","FR","F",82.5
1997,"FRJ1","FR","F",82.9
1998,"FRJ1","FR","F",82.7
1999,"FRJ1","FR","F",82.5
2000,"FRJ1","FR","F",83.1
2001,"FRJ1","FR","F",83.1
2002,"FRJ1","FR","F",83.2
2003,"FRJ1","FR","F",83
2004,"FRJ1","FR","F",83.8
2005,"FRJ1","FR","F",83.9
2006,"FRJ1","FR","F",84.6
2007,"FRJ1","FR","F",85.1
2008,"FRJ1","FR","F",85.1
2009,"FRJ1","FR","F",84.9
2010,"FRJ1","FR","F",85.3
2011,"FRJ1","FR","F",85.7
2012,"FRJ1","FR","F",85.3
2013,"FRJ1","FR","F",85.8
2014,"FRJ1","FR","F",86
2015,"FRJ1","FR","F",85.8
2016,"FRJ1","FR","F",85.7
1992,"FRJ2","FR","F",82.7
1993,"FRJ2","FR","F",82.8
1994,"FRJ2","FR","F",82.9
1995,"FRJ2","FR","F",83.1
1996,"FRJ2","FR","F",83.1
1997,"FRJ2","FR","F",83.2
1998,"FRJ2","FR","F",83
1999,"FRJ2","FR","F",83.4
2000,"FRJ2","FR","F",83.6
2001,"FRJ2","FR","F",83.7
2002,"FRJ2","FR","F",83.6
2003,"FRJ2","FR","F",83.4
2004,"FRJ2","FR","F",84.2
2005,"FRJ2","FR","F",84.4
2006,"FRJ2","FR","F",85
2007,"FRJ2","FR","F",85.5
2008,"FRJ2","FR","F",85.4
2009,"FRJ2","FR","F",85.7
2010,"FRJ2","FR","F",86
2011,"FRJ2","FR","F",86.4
2012,"FRJ2","FR","F",85.9
2013,"FRJ2","FR","F",86.5
2014,"FRJ2","FR","F",86.7
2015,"FRJ2","FR","F",86.3
2016,"FRJ2","FR","F",86.5
1992,"FRK1","FR","F",81.6
1993,"FRK1","FR","F",81.7
1994,"FRK1","FR","F",82
1995,"FRK1","FR","F",82.2
1996,"FRK1","FR","F",82.1
1997,"FRK1","FR","F",82.7
1998,"FRK1","FR","F",82.4
1999,"FRK1","FR","F",82.7
2000,"FRK1","FR","F",82.9
2001,"FRK1","FR","F",82.7
2002,"FRK1","FR","F",83
2003,"FRK1","FR","F",83
2004,"FRK1","FR","F",83.8
2005,"FRK1","FR","F",83.5
2006,"FRK1","FR","F",84.4
2007,"FRK1","FR","F",84.4
2008,"FRK1","FR","F",84.5
2009,"FRK1","FR","F",84.5
2010,"FRK1","FR","F",84.9
2011,"FRK1","FR","F",85.3
2012,"FRK1","FR","F",85.1
2013,"FRK1","FR","F",85.5
2014,"FRK1","FR","F",86.1
2015,"FRK1","FR","F",85.3
2016,"FRK1","FR","F",85.4
1992,"FRK2","FR","F",82.5
1993,"FRK2","FR","F",82.3
1994,"FRK2","FR","F",82.8
1995,"FRK2","FR","F",82.9
1996,"FRK2","FR","F",82.9
1997,"FRK2","FR","F",83.4
1998,"FRK2","FR","F",83.4
1999,"FRK2","FR","F",83.5
2000,"FRK2","FR","F",83.7
2001,"FRK2","FR","F",83.7
2002,"FRK2","FR","F",83.6
2003,"FRK2","FR","F",83.4
2004,"FRK2","FR","F",84.7
2005,"FRK2","FR","F",84.5
2006,"FRK2","FR","F",85.4
2007,"FRK2","FR","F",85.9
2008,"FRK2","FR","F",85.7
2009,"FRK2","FR","F",85.6
2010,"FRK2","FR","F",86.1
2011,"FRK2","FR","F",86.7
2012,"FRK2","FR","F",86.3
2013,"FRK2","FR","F",86.6
2014,"FRK2","FR","F",86.9
2015,"FRK2","FR","F",86.4
2016,"FRK2","FR","F",86.7
1992,"FRL0","FR","F",81.9
1993,"FRL0","FR","F",82.1
1994,"FRL0","FR","F",82.4
1995,"FRL0","FR","F",82.5
1996,"FRL0","FR","F",82.8
1997,"FRL0","FR","F",82.9
1998,"FRL0","FR","F",82.9
1999,"FRL0","FR","F",83
2000,"FRL0","FR","F",83.4
2001,"FRL0","FR","F",83.5
2002,"FRL0","FR","F",83.4
2003,"FRL0","FR","F",83.1
2004,"FRL0","FR","F",84.2
2005,"FRL0","FR","F",84.2
2006,"FRL0","FR","F",85
2007,"FRL0","FR","F",85.1
2008,"FRL0","FR","F",85.3
2009,"FRL0","FR","F",85.4
2010,"FRL0","FR","F",85.7
2011,"FRL0","FR","F",86.2
2012,"FRL0","FR","F",85.6
2013,"FRL0","FR","F",86
2014,"FRL0","FR","F",86.4
2015,"FRL0","FR","F",85.9
2016,"FRL0","FR","F",86.1
1992,"FRM0","FR","F",80.2
1993,"FRM0","FR","F",81.2
1994,"FRM0","FR","F",81.3
1995,"FRM0","FR","F",81.8
1996,"FRM0","FR","F",82.5
1997,"FRM0","FR","F",82.6
1998,"FRM0","FR","F",82.4
1999,"FRM0","FR","F",83.1
2000,"FRM0","FR","F",82.7
2001,"FRM0","FR","F",83.3
2002,"FRM0","FR","F",83.8
2003,"FRM0","FR","F",83.4
2004,"FRM0","FR","F",84.1
2005,"FRM0","FR","F",84.6
2006,"FRM0","FR","F",85.1
2007,"FRM0","FR","F",85.4
2008,"FRM0","FR","F",85.2
2009,"FRM0","FR","F",85.6
2010,"FRM0","FR","F",84.1
2011,"FRM0","FR","F",84.9
2012,"FRM0","FR","F",86.2
2013,"FRM0","FR","F",85.7
2014,"FRM0","FR","F",86.1
2015,"FRM0","FR","F",86.3
2016,"FRM0","FR","F",86.7
1992,"HU10","HU","F",74.3
1993,"HU10","HU","F",74.2
1994,"HU10","HU","F",74.5
1995,"HU10","HU","F",75.1
1996,"HU10","HU","F",75.3
1997,"HU10","HU","F",75.7
1998,"HU10","HU","F",75.9
1999,"HU10","HU","F",75.9
2000,"HU10","HU","F",76.5
2001,"HU10","HU","F",76.9
2002,"HU10","HU","F",77.3
2003,"HU10","HU","F",77.5
2004,"HU10","HU","F",77.9
2005,"HU10","HU","F",78
2006,"HU10","HU","F",78.3
2007,"HU10","HU","F",78.4
2008,"HU10","HU","F",78.9
2009,"HU10","HU","F",79.3
2010,"HU10","HU","F",79.4
2011,"HU10","HU","F",79.4
2012,"HU10","HU","F",79.4
2013,"HU10","HU","F",79.8
2014,"HU10","HU","F",80.4
2015,"HU10","HU","F",79.6
2016,"HU10","HU","F",80.5
1992,"HU21","HU","F",74.1
1993,"HU21","HU","F",74.3
1994,"HU21","HU","F",74.5
1995,"HU21","HU","F",74.7
1996,"HU21","HU","F",74.9
1997,"HU21","HU","F",75.7
1998,"HU21","HU","F",75.5
1999,"HU21","HU","F",75.9
2000,"HU21","HU","F",76.6
2001,"HU21","HU","F",76.5
2002,"HU21","HU","F",76.9
2003,"HU21","HU","F",76.6
2004,"HU21","HU","F",77.1
2005,"HU21","HU","F",77.2
2006,"HU21","HU","F",77.6
2007,"HU21","HU","F",77.8
2008,"HU21","HU","F",78.2
2009,"HU21","HU","F",78.2
2010,"HU21","HU","F",78.8
2011,"HU21","HU","F",78.7
2012,"HU21","HU","F",78.9
2013,"HU21","HU","F",79
2014,"HU21","HU","F",79.2
2015,"HU21","HU","F",78.6
2016,"HU21","HU","F",79.7
1992,"HU22","HU","F",74.7
1993,"HU22","HU","F",74.8
1994,"HU22","HU","F",75.2
1995,"HU22","HU","F",75.5
1996,"HU22","HU","F",75.4
1997,"HU22","HU","F",76.5
1998,"HU22","HU","F",76.2
1999,"HU22","HU","F",76.1
2000,"HU22","HU","F",77.1
2001,"HU22","HU","F",77.6
2002,"HU22","HU","F",77.4
2003,"HU22","HU","F",77.6
2004,"HU22","HU","F",77.9
2005,"HU22","HU","F",78
2006,"HU22","HU","F",78.8
2007,"HU22","HU","F",78.5
2008,"HU22","HU","F",79.2
2009,"HU22","HU","F",79.1
2010,"HU22","HU","F",78.8
2011,"HU22","HU","F",79.3
2012,"HU22","HU","F",78.9
2013,"HU22","HU","F",79.8
2014,"HU22","HU","F",79.5
2015,"HU22","HU","F",79.9
2016,"HU22","HU","F",80.4
1992,"HU23","HU","F",73.7
1993,"HU23","HU","F",73.7
1994,"HU23","HU","F",74.8
1995,"HU23","HU","F",74.2
1996,"HU23","HU","F",74.6
1997,"HU23","HU","F",74.9
1998,"HU23","HU","F",75.4
1999,"HU23","HU","F",75.1
2000,"HU23","HU","F",75.3
2001,"HU23","HU","F",76
2002,"HU23","HU","F",76.6
2003,"HU23","HU","F",75.8
2004,"HU23","HU","F",76.8
2005,"HU23","HU","F",77.1
2006,"HU23","HU","F",77.5
2007,"HU23","HU","F",77.5
2008,"HU23","HU","F",77.9
2009,"HU23","HU","F",78.2
2010,"HU23","HU","F",78.2
2011,"HU23","HU","F",78.5
2012,"HU23","HU","F",78.7
2013,"HU23","HU","F",78.6
2014,"HU23","HU","F",79
2015,"HU23","HU","F",78.6
2016,"HU23","HU","F",79.6
1992,"HU31","HU","F",73.7
1993,"HU31","HU","F",73.6
1994,"HU31","HU","F",74.1
1995,"HU31","HU","F",74.5
1996,"HU31","HU","F",75.1
1997,"HU31","HU","F",75.3
1998,"HU31","HU","F",75.6
1999,"HU31","HU","F",75.4
2000,"HU31","HU","F",75.9
2001,"HU31","HU","F",76.4
2002,"HU31","HU","F",76.2
2003,"HU31","HU","F",76
2004,"HU31","HU","F",76
2005,"HU31","HU","F",76.1
2006,"HU31","HU","F",76.7
2007,"HU31","HU","F",76.8
2008,"HU31","HU","F",77.5
2009,"HU31","HU","F",77.2
2010,"HU31","HU","F",77.5
2011,"HU31","HU","F",77.7
2012,"HU31","HU","F",77.5
2013,"HU31","HU","F",78
2014,"HU31","HU","F",78.2
2015,"HU31","HU","F",78.1
2016,"HU31","HU","F",78.3
1992,"HU32","HU","F",73.7
1993,"HU32","HU","F",73.5
1994,"HU32","HU","F",74.2
1995,"HU32","HU","F",74.5
1996,"HU32","HU","F",74.8
1997,"HU32","HU","F",75.1
1998,"HU32","HU","F",75.3
1999,"HU32","HU","F",75.4
2000,"HU32","HU","F",75.7
2001,"HU32","HU","F",76.3
2002,"HU32","HU","F",76.1
2003,"HU32","HU","F",76.2
2004,"HU32","HU","F",76.8
2005,"HU32","HU","F",76.7
2006,"HU32","HU","F",77.4
2007,"HU32","HU","F",77.3
2008,"HU32","HU","F",77.7
2009,"HU32","HU","F",78.1
2010,"HU32","HU","F",78.1
2011,"HU32","HU","F",78.6
